id,cross_session_id,GFP,Gad2,Vip,Npy,Sst,Pdyn,Cck,Sncg,Pvalb,Reln,Tac1,Slc17a7
2,541,19,2,36,0,0,0,0,2,8,0,0,0
8,563,36,58,1,2,0,0,80,0,117,1,1,4
11,545,28,60,0,3,2,0,24,0,136,1,0,4
13,578,27,88,1,1,299,87,2,0,1,11,0,0
17,557,17,72,0,0,222,83,2,1,1,2,1,0
18,583,38,3,18,0,0,2,0,4,5,0,0,3
21,532,30,21,0,195,2,1,21,3,4,0,0,0
26,539,79,23,0,0,5,1,74,23,10,0,0,0
27,530,20,1,75,0,0,1,2,3,5,0,0,0
31,524,28,16,77,0,0,0,1,1,2,2,2,1
32,564,18,80,0,0,215,12,6,1,1,0,2,2
43,567,83,14,1,1,0,0,38,0,195,2,2,0
45,568,0,29,16,0,0,1,5,0,4,9,0,0
48,587,95,32,1,0,0,0,36,0,0,0,0,0
50,540,25,3,64,3,0,0,0,0,2,3,0,1
56,571,20,1,6,2,0,1,2,4,2,0,0,14
59,512,18,1,109,77,2,3,39,3,5,0,0,78
60,550,53,81,0,2,0,0,25,0,144,0,30,1
61,577,87,24,0,1,0,0,41,0,102,2,3,1
