id,cross_session_id,GFP,Gad2,Vip,Npy,Sst,Pdyn,Cck,Sncg,Pvalb,Reln,Tac1,Slc17a7
10,773,59,13,1,3,4,1,33,0,106,5,14,0
15,716,24,2,71,0,0,4,34,2,11,0,0,102
21,745,75,36,2,0,2,0,16,2,82,5,2,1
22,748,58,75,1,0,1,1,56,0,117,2,80,1
24,766,55,13,0,3,3,6,20,1,10,6,9,6
29,749,38,32,0,1,0,0,48,1,43,2,43,2
32,747,96,27,1,4,0,0,31,0,161,3,3,0
33,736,0,0,0,1,2,0,36,2,9,2,0,181
35,758,80,27,2,3,2,0,25,0,107,12,4,4
38,710,77,29,0,1,1,0,41,0,87,7,3,0
40,712,56,25,0,7,2,0,31,0,103,3,2,0
42,742,67,16,2,1,0,0,11,0,123,4,1,4
49,751,49,23,0,0,0,0,28,0,25,3,16,0
51,743,94,46,0,2,0,0,58,1,157,5,2,3
52,761,32,10,1,0,0,0,35,0,26,5,4,0
59,763,73,25,1,3,0,0,27,0,110,7,6,1
60,775,42,49,0,1,0,0,26,0,168,3,3,4
61,707,32,1,35,0,0,2,1,0,0,1,3,1
63,771,44,15,0,1,7,4,15,1,10,2,24,0
67,734,0,0,0,0,0,0,0,0,42,0,0,0
72,756,0,0,2,0,0,0,23,0,0,0,0,0
75,757,78,39,0,0,0,0,35,0,116,8,27,1
79,726,57,28,0,0,2,1,27,0,34,0,72,2
80,767,82,12,0,1,1,0,23,0,36,3,43,0
