id,cross_session_id,GFP,Gad2,Reln,Npy,Sst,Pvalb,Cck,Slc17a7,Tac1,Sncg,Pdyn,Vip
0,448,14,3,0,124,0,0,4,0,0,0,0,63
3,485,15,5,0,0,0,2,2,0,0,1,1,0
10,452,13,86,0,1,4,2,23,1,0,0,0,17
13,449,31,6,0,128,0,1,0,0,0,0,0,21
24,426,0,0,0,0,3,0,0,0,0,0,0,0
26,478,5,94,0,241,0,1,3,0,0,0,0,0
27,447,0,146,3,160,0,0,9,0,0,0,0,0
32,459,26,99,0,0,0,113,16,4,2,0,0,0
34,468,34,25,0,0,67,0,1,2,1,0,0,0
39,454,0,0,0,0,0,2,0,0,0,1,0,0
45,481,35,82,0,1,0,159,21,4,0,0,0,0
47,403,4,94,0,214,0,0,14,0,0,0,0,0
51,438,9,34,1,1,0,0,1,0,0,0,0,3
53,466,6,27,4,2,0,1,22,49,0,1,1,0
54,427,31,9,0,0,0,0,2,6,0,1,3,78
55,396,19,0,0,0,0,0,0,0,0,0,0,0
56,391,10,1,0,0,0,0,0,0,0,0,1,116
57,483,23,75,0,27,62,2,23,0,0,0,1,0
58,474,16,2,0,0,0,0,0,0,0,0,0,1
63,473,26,46,8,0,276,0,3,0,0,0,42,0
65,453,1,54,1,124,0,0,2,0,0,0,0,0
72,415,6,102,1,97,0,3,3,0,0,2,0,0
75,424,50,27,0,2,0,1,16,0,0,20,1,0
76,377,11,0,0,0,0,0,0,0,0,0,1,0
78,462,13,1,0,0,0,3,0,0,0,2,0,0
