id,cross_session_id,GFP,Gad2,Vip,Npy,Sst,Pdyn,Cck,Sncg,Pvalb,Reln,Tac1,Slc17a7
9,422,19,5,62,1,0,3,2,1,0,0,0,0
10,450,0,0,0,1,0,1,0,3,4,13,0,0
17,443,0,0,0,0,0,0,0,1,1,0,0,0
18,473,0,0,101,2,1,1,0,0,1,0,0,0
19,432,0,0,0,0,3,2,0,0,1,0,0,0
20,407,33,13,73,0,0,0,2,0,8,1,2,0
22,483,25,1,8,0,0,2,0,0,0,1,0,0
24,477,43,61,0,1,1,0,69,0,109,1,2,3
28,441,0,0,0,0,0,0,0,1,2,0,0,0
29,421,8,0,51,0,0,0,0,1,6,0,0,0
31,423,6,0,90,0,0,0,0,1,3,0,0,0
33,474,29,54,0,204,15,1,17,1,4,0,0,0
39,399,55,25,52,0,51,2,11,1,0,0,0,0
45,484,29,24,0,0,1,0,6,0,2,0,7,0
46,448,25,44,1,254,0,0,28,0,3,1,0,0
47,447,35,6,1,100,0,0,33,3,4,0,0,0
50,431,33,45,0,77,1,3,13,3,5,0,0,0
51,418,16,1,79,0,1,1,0,0,5,0,0,0
52,472,27,4,0,3,0,1,26,0,1,0,0,1
53,465,0,0,0,0,0,0,0,1,1,0,0,0
55,461,28,48,1,100,1,2,31,2,6,0,0,1
57,445,12,4,60,1,1,1,0,0,2,1,0,0
58,488,22,40,0,251,3,4,21,1,2,0,0,0
60,481,21,5,99,0,0,2,4,1,8,0,0,0
63,452,39,81,1,20,276,24,8,1,2,1,0,0
66,475,56,3,5,98,2,1,45,1,2,0,0,0
71,383,9,0,63,0,1,0,0,1,3,0,0,0
73,456,36,77,0,1,0,1,25,1,49,0,78,0
76,457,0,117,0,290,4,3,18,7,1,0,0,0
