id,cross_session_id,GFP,Gad2,Reln,Npy,Sst,Pvalb,Cck,Slc17a7,Tac1,Sncg,Pdyn,Vip
1,96,58,8,23,0,0,1,6,0,0,1,1,0
2,82,38,16,0,45,0,0,1,0,0,0,0,0
6,51,30,15,13,0,0,2,9,0,0,1,0,0
8,83,50,6,20,0,1,0,0,0,0,1,2,0
9,61,18,39,22,1,0,0,0,0,0,0,1,0
10,84,14,50,1,113,1,1,0,0,0,0,0,0
14,78,23,13,24,1,0,0,0,0,0,0,0,0
15,74,22,34,22,0,0,0,0,0,0,0,0,0
16,79,60,7,69,0,0,0,5,0,0,0,0,0
17,70,55,24,29,0,0,1,26,0,1,0,0,0
18,62,28,34,23,0,0,0,0,0,0,0,1,0
23,64,66,9,1,2,0,0,0,0,0,0,0,0
26,47,47,10,2,0,0,0,1,0,0,0,0,0
27,89,58,30,4,0,0,0,25,0,0,0,0,0
28,47,47,10,2,0,0,0,1,0,0,0,0,0
30,56,34,25,16,0,0,0,0,0,0,0,0,0
31,76,77,11,13,0,1,0,75,0,0,0,0,0
32,85,26,7,30,0,0,0,0,0,0,0,0,0
33,90,83,77,54,0,0,1,7,0,0,0,0,0
35,86,38,31,17,0,0,0,37,0,0,0,0,0
36,41,11,23,19,0,0,0,0,0,0,1,0,0
37,65,8,72,8,3,0,0,0,0,0,0,0,0
38,104,7,58,6,4,0,0,2,0,0,0,0,0
40,94,24,11,4,0,0,0,0,0,0,0,0,0
41,52,19,23,9,0,0,2,0,0,0,0,0,0
43,54,33,9,0,59,0,2,1,0,0,0,0,0
44,112,26,12,22,0,0,3,2,0,0,0,0,0
46,87,14,25,1,45,0,0,6,0,0,0,0,0
47,105,13,40,0,169,0,0,19,0,0,0,0,0
48,80,36,11,61,0,0,0,5,1,1,1,0,0
49,60,50,24,20,0,0,0,32,0,0,0,1,1
50,77,21,35,23,0,0,0,0,0,0,0,0,0
51,102,23,39,66,0,1,1,63,0,0,0,0,0
52,68,18,26,36,0,0,0,0,0,0,0,0,0
53,57,0,69,61,0,1,0,0,0,0,0,0,0
54,95,37,29,3,1,0,0,0,0,1,2,0,188
55,39,24,19,24,1,0,1,0,0,0,1,0,0
58,97,17,20,5,0,0,0,0,0,0,0,0,0
59,48,2,94,68,0,1,0,0,0,0,1,0,0
61,29,46,5,39,0,1,0,2,0,0,0,0,0
62,69,28,3,8,1,0,0,0,0,0,0,0,0
63,49,35,10,13,8,0,0,0,0,0,0,0,0
66,92,30,20,48,0,1,1,0,0,0,1,0,0
