id,cross_session_id,GFP,Gad2,Vip,Npy,Sst,Pdyn,Cck,Sncg,Pvalb,Reln,Tac1,Slc17a7
11,422,19,5,62,1,0,3,2,1,0,0,0,0
12,450,0,0,0,1,0,1,0,3,4,13,0,0
14,443,0,0,0,0,0,0,0,1,1,0,0,0
15,432,0,0,0,0,3,2,0,0,1,0,0,0
16,407,33,13,73,0,0,0,2,0,8,1,2,0
17,365,11,1,105,0,0,0,0,1,2,1,0,0
19,407,33,13,73,0,0,0,2,0,8,1,2,0
20,408,0,0,61,0,0,1,2,0,0,0,0,0
26,400,142,37,0,0,0,0,0,0,0,0,0,0
28,451,52,78,0,3,0,0,75,0,142,0,16,2
33,441,0,0,0,0,0,0,0,1,2,0,0,0
34,421,8,0,51,0,0,0,0,1,6,0,0,0
35,401,5,1,75,0,0,0,0,0,1,0,0,0
36,423,6,0,90,0,0,0,0,1,3,0,0,0
42,410,6,1,0,1,4,4,88,4,3,0,0,166
43,412,59,8,3,139,0,0,22,1,1,4,0,0
44,399,55,25,52,0,51,2,11,1,0,0,0,0
47,448,25,44,1,254,0,0,28,0,3,1,0,0
48,447,35,6,1,100,0,0,33,3,4,0,0,0
51,424,43,79,0,0,0,0,111,0,0,0,0,1
53,431,33,45,0,77,1,3,13,3,5,0,0,0
54,418,16,1,79,0,1,1,0,0,5,0,0,0
58,445,12,4,60,1,1,1,0,0,2,1,0,0
63,402,0,0,0,0,1,2,0,0,3,0,0,0
70,405,0,0,48,0,0,2,1,0,3,0,0,0
71,415,5,94,0,255,1,1,101,2,3,0,0,3
73,452,39,81,1,20,276,24,8,1,2,1,0,0
74,435,40,4,56,0,0,2,2,0,4,1,0,0
75,458,19,60,0,4,81,7,15,0,1,0,0,0
76,358,25,0,62,3,0,1,0,0,2,1,2,0
77,349,24,0,93,0,0,4,0,1,2,0,0,0
79,428,67,64,1,0,0,1,40,1,15,0,22,0
80,425,50,26,0,7,129,20,5,0,0,0,0,0
81,383,9,0,63,0,1,0,0,1,3,0,0,0
82,456,36,77,0,1,0,1,25,1,49,0,78,0
85,457,0,117,0,290,4,3,18,7,1,0,0,0
86,411,15,42,0,0,0,0,0,3,4,23,0,1
87,439,6,91,0,0,0,0,47,0,56,0,14,0
